EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
1038005,INADELY,BFSI02,03/27/2013,R609EU,P(R60),Offshore,4,15.49,2025-12-31
1935870,LADELY,BANK02,03/23/2002,K903LA,P(K90),Onsite,5,22.19,2025-12-31
1669706,USDELY,BFSI02,01/13/2016,C210LA,N(TRN),Onsite,3,8.79,2025-12-31
554753,APDELY,BFSI02,08/24/2007,G601ANZ,P(G60),Offshore,4,18.95,2025-12-31
847518,ANZDELY,BFSI01,07/25/2019,W114IN,P(W11),Offshore,4,7.24,2025-12-31
1912847,USDELY,BFSI03,11/02/2008,H710EU,P(H71),Offshore,5,19.34,2025-12-31
304604,UKDELY,BFSI02,05/01/2014,M205ME,P(M20),Offshore,5,12.89,2025-12-31
1408764,USDELY,WEALTH02,05/19/2025,U912UK,P(U91),Offshore,3,2.47,2025-12-31
647571,EURDELY,BFSI05,03/17/2005,D305HQ,P(D30),Onsite,5,20.37,2025-12-31
1206276,EURDELY,INSUR03,01/06/2013,T811US,P(T81),Onsite,3,11.56,2025-12-31
1720368,UKDELY,BANK03,07/02/2008,P407HQ,P(P40),Offshore,5,16.5,2025-12-31
684124,USDELY,BFSI03,11/05/2004,G601ANZ,P(G60),Offshore,5,20.07,2025-12-31
1319128,USDELY,BFSI02,10/13/2020,U912UK,P(U91),Offshore,4,4.0,2025-12-31
1398470,USDELY,BANK02,09/04/2018,W114US,P(W11),Offshore,4,8.68,2025-12-31
269531,LADELY,BANK02,02/05/2005,H710UK,P(H71),Onsite,5,19.54,2025-12-31
409901,ANZDELY,BANK02,08/03/2004,F520EU,N(TRN),Offshore,4,22.24,2025-12-31
368246,MEADELY,INSUR02,05/12/2024,L104UK,P(L10),Offshore,4,0.5,2025-12-31
272949,ANZDELY,INSUR03,08/18/2017,P407UK,P(P40),Onsite,5,7.74,2025-12-31
1646530,USDELY,BFSI04,05/10/2011,M205EU,P(M20),Offshore,4,15.01,2025-12-31
92532,INADELY,WEALTH02,12/12/2013,P407ANZ,P(P40),Offshore,5,13.87,2025-12-31
1376950,LADELY,WEALTH02,01/26/2021,Q508ME,P(Q50),Offshore,4,6.59,2025-12-31
1888398,INADELY,WEALTH02,10/12/2001,F520US,P(F52),Offshore,5,26.35,2025-12-31
1777558,APDELY,Others,08/09/2001,J802EU,P(J80),Offshore,6,22.92,2025-12-31
1452678,APDELY,WEALTH02,09/20/2020,F520AP,P(F52),Onsite,6,4.82,2025-12-31
916516,USDELY,BFSI02,04/20/2009,Q508GL,P(Q50),Offshore,5,19.08,2025-12-31
1588014,INADELY,INSUR02,04/24/2014,V013GL,P(V01),Onsite,5,13.14,2025-12-31
1698077,EURDELY,INSUR01,06/19/2007,P407EU,P(P40),Offshore,5,19.95,2025-12-31
1092073,ANZDELY,BFSI01,06/02/2010,K903UK,B(BCH),Offshore,4,17.61,2025-12-31
1253969,USDELY,BFSI02,03/10/2011,H710IN,P(H71),Offshore,4,13.26,2025-12-31
24337,INADELY,Others,10/26/2016,S710LA,P(S71),Offshore,2,11.94,2025-12-31
1902441,USDELY,BANK01,12/02/2017,V013HQ,P(V01),Offshore,4,8.13,2025-12-31
882726,INADELY,CAPMT02,08/30/2010,F520US,P(F52),Onsite,5,15.13,2025-12-31
1223833,USDELY,INSUR03,02/07/2016,U912AP,P(U91),Onsite,4,12.56,2025-12-31
1232008,USDELY,BFSI03,07/20/2001,H710EU,B(BCH),Offshore,5,24.37,2025-12-31
211887,EURDELY,INSUR01,06/18/2004,N306US,P(N30),Offshore,3,21.24,2025-12-31
234929,APDELY,CAPMT02,12/12/2015,J802ME,P(J80),Onsite,5,12.48,2025-12-31
1549256,ANZDELY,BFSI02,04/11/2022,S710EU,P(S71),Offshore,6,2.59,2025-12-31
556968,ANZDELY,WEALTH02,10/09/2001,T811LA,P(T81),Onsite,Subcon,27.17,2025-12-31
1432770,USDELY,BFSI03,08/06/2003,F520GL,P(F52),Offshore,5,24.93,2025-12-31
1721292,APDELY,INSUR02,11/17/2019,N306AP,P(N30),Offshore,5,5.88,2025-12-31
301562,LADELY,BFSI03,10/17/2019,D305UK,P(D30),Offshore,5,6.48,2025-12-31
1598424,INADELY,INSUR01,09/19/2013,D305US,P(D30),Offshore,5,11.64,2025-12-31
230526,MEADELY,CAPMT01,06/01/2002,G601EU,L(LEV),Offshore,6,23.42,2025-12-31
1229421,MEADELY,Others,11/21/2023,B194EU,N(TRN),Offshore,3,1.49,2025-12-31
885522,USDELY,BANK03,12/30/2001,D305ANZ,P(D30),Offshore,4,23.69,2025-12-31
1491474,USDELY,BFSI02,01/16/2006,R609ANZ,B(BCH),Offshore,5,18.43,2025-12-31
1928392,INADELY,INSUR01,07/25/2012,F520ANZ,B(BCH),Offshore,4,14.07,2025-12-31
456788,INADELY,BANK01,09/07/2004,L104UK,P(L10),Offshore,3,23.83,2025-12-31
1697766,ANZDELY,CAPMT01,07/15/2000,B194US,P(B19),Onsite,5,24.23,2025-12-31
715121,USDELY,WEALTH01,12/21/2005,V013AP,B(BCH),Offshore,3,23.07,2025-12-31
317738,APDELY,BFSI04,01/11/2016,J802HQ,P(J80),Offshore,5,11.6,2025-12-31
283629,APDELY,WEALTH02,06/13/2023,P407US,P(P40),Offshore,6,4.51,2025-12-31
1983301,EURDELY,WEALTH02,01/11/2022,U912LA,B(BCH),Offshore,5,6.72,2025-12-31
1213263,USDELY,WEALTH01,06/16/2012,G601ANZ,P(G60),Offshore,5,13.08,2025-12-31
255176,EURDELY,BANK02,05/21/2018,M205GL,P(M20),Offshore,6,6.2,2025-12-31
1554645,INADELY,INSUR02,02/27/2024,K903US,P(K90),Offshore,5,2.5,2025-12-31
1223703,APDELY,BANK01,10/18/2004,C210EU,B(BCH),Offshore,4,20.96,2025-12-31
705104,EURDELY,BFSI03,09/11/2010,U912IN,P(U91),Offshore,5,13.63,2025-12-31
1898543,USDELY,BANK01,07/26/2010,W114EU,P(W11),Offshore,5,16.97,2025-12-31
673119,USDELY,CAPMT02,01/31/2014,J802GL,P(J80),Offshore,6,10.12,2025-12-31
124384,INADELY,BFSI02,07/28/2020,N306EU,N(TRN),Offshore,5,3.86,2025-12-31
1887637,USDELY,BANK03,05/03/2014,M205EU,P(M20),Offshore,4,14.07,2025-12-31
954086,INADELY,CAPMT02,07/30/2022,R609LA,B(BCH),Offshore,6,5.6,2025-12-31
1954329,INADELY,BFSI04,09/26/2001,E412ANZ,N(TRN),Onsite,5,25.75,2025-12-31
1951054,USDELY,BANK01,08/06/2005,S710US,P(S71),Offshore,6,19.09,2025-12-31
940282,USDELY,WEALTH02,07/15/2012,U912ANZ,P(U91),Offshore,3,16.39,2025-12-31
661428,EURDELY,CAPMT02,05/29/2023,S710US,P(S71),Offshore,4,1.5,2025-12-31
918913,ANZDELY,BANK01,08/29/2002,L104LA,N(TRN),Offshore,5,23.57,2025-12-31
182310,ANZDELY,Others,10/10/2020,E412GL,B(BCH),Onsite,5,4.6,2025-12-31
694299,UKDELY,BFSI01,01/20/2010,L104AP,B(BCH),Onsite,6,15.33,2025-12-31
655834,INADELY,CAPMT02,08/29/2021,T811HQ,P(T81),Offshore,5,6.56,2025-12-31
1434629,ANZDELY,INSUR01,03/17/2010,C210AP,P(C21),Onsite,5,16.27,2025-12-31
264199,ANZDELY,INSUR01,12/13/2022,C210US,P(C21),Offshore,5,2.44,2025-12-31
528962,ANZDELY,INSUR03,09/01/2016,N306ME,P(N30),Offshore,3,8.32,2025-12-31
780082,EURDELY,WEALTH02,01/09/2011,C210ANZ,P(C21),Offshore,4,15.44,2025-12-31
424838,INADELY,BFSI04,01/14/2021,N306ME,P(N30),Offshore,4,7.09,2025-12-31
1650065,APDELY,INSUR01,02/20/2014,P407UK,N(TRN),Offshore,3,10.8,2025-12-31
268939,ANZDELY,BANK02,12/24/2002,K903US,P(K90),Offshore,3,25.69,2025-12-31
1352340,ANZDELY,CAPMT01,08/05/2004,B194LA,P(B19),Offshore,4,22.48,2025-12-31
120641,INADELY,BANK03,05/20/2003,F520UK,N(TRN),Offshore,Subcon,21.6,2025-12-31
1823216,UKDELY,WEALTH01,12/23/2008,J802IN,P(J80),Offshore,5,16.76,2025-12-31
900073,ANZDELY,CAPMT02,12/14/2013,E412IN,P(E41),Onsite,4,14.17,2025-12-31
188826,EURDELY,BANK02,09/03/2019,M205EU,P(M20),Offshore,5,6.07,2025-12-31
333430,UKDELY,BFSI04,09/10/2002,W114IN,P(W11),Offshore,5,24.53,2025-12-31
1723431,INADELY,BANK01,08/03/2008,C210UK,P(C21),Offshore,4,17.42,2025-12-31
492323,INADELY,BFSI01,09/09/2007,H710IN,P(H71),Onsite,5,16.61,2025-12-31
955951,INADELY,BANK03,11/24/2005,K903AP,B(BCH),Offshore,4,21.77,2025-12-31
1042513,UKDELY,INSUR03,05/14/2025,L104AP,P(L10),Offshore,4,0.5,2025-12-31
651978,UKDELY,BFSI01,05/22/2000,C210ME,P(C21),Offshore,4,26.33,2025-12-31
294618,USDELY,CAPMT02,05/02/2016,F520LA,P(F52),Offshore,6,10.31,2025-12-31
1255063,USDELY,BANK03,12/05/2000,L104ME,P(L10),Onsite,5,23.34,2025-12-31
1785121,USDELY,WEALTH01,05/12/2011,G601IN,P(G60),Offshore,6,13.79,2025-12-31
922395,ANZDELY,CAPMT02,12/25/2009,C210HQ,P(C21),Offshore,4,15.44,2025-12-31
75183,UKDELY,BFSI04,03/04/2016,P407UK,N(TRN),Offshore,5,8.51,2025-12-31
1010182,USDELY,BFSI03,10/05/2009,P407ANZ,P(P40),Onsite,4,18.53,2025-12-31
334124,UKDELY,BANK03,03/04/2019,F520EU,B(BCH),Offshore,3,7.95,2025-12-31
564896,EURDELY,INSUR03,11/23/2015,M205AP,P(M20),Offshore,5,10.55,2025-12-31
1820192,APDELY,BFSI04,09/25/2023,R609US,P(R60),Offshore,4,5.09,2025-12-31
596908,MEADELY,BFSI05,05/11/2009,H710HQ,P(H71),Offshore,4,15.45,2025-12-31
822568,ANZDELY,CAPMT02,05/31/2012,K903ANZ,P(K90),Offshore,Subcon,16.36,2025-12-31
715390,APDELY,BFSI03,10/12/2024,D305UK,P(D30),Offshore,4,4.16,2025-12-31
43361,USDELY,BFSI04,04/07/2007,F520GL,P(F52),Offshore,3,18.36,2025-12-31
1344692,USDELY,BANK03,01/18/2006,G601GL,P(G60),Offshore,5,20.21,2025-12-31
1019818,INADELY,BFSI05,06/05/2009,H710HQ,L(LEV),Offshore,4,19.29,2025-12-31
490744,INADELY,WEALTH01,10/04/2019,H710UK,P(H71),Onsite,5,6.49,2025-12-31
1574856,EURDELY,BFSI02,11/03/2001,N306US,N(TRN),Offshore,2,24.77,2025-12-31
1596684,USDELY,INSUR03,05/31/2023,H710AP,B(BCH),Offshore,4,4.08,2025-12-31
812491,LADELY,BANK02,01/23/2003,H710LA,P(H71),Offshore,4,22.34,2025-12-31
65250,USDELY,Others,02/03/2025,U912HQ,P(U91),Offshore,4,0.5,2025-12-31
1405163,INADELY,BANK03,05/26/2009,C210LA,P(C21),Offshore,6,19.01,2025-12-31
1906997,USDELY,BFSI04,08/24/2008,W114LA,P(W11),Offshore,6,15.94,2025-12-31
662929,UKDELY,BFSI01,09/26/2016,G601LA,P(G60),Offshore,5,10.91,2025-12-31
1112022,ANZDELY,Others,08/21/2002,B194HQ,P(B19),Onsite,5,24.33,2025-12-31
1327547,UKDELY,BFSI05,07/11/2012,E412GL,P(E41),Offshore,4,16.61,2025-12-31
1477327,USDELY,CAPMT02,07/10/2010,C210UK,P(C21),Offshore,4,17.69,2025-12-31
1911976,INADELY,WEALTH01,08/23/2020,N306US,P(N30),Offshore,4,3.66,2025-12-31
360958,USDELY,BFSI01,09/10/2012,Q508ANZ,P(Q50),Offshore,7,11.53,2025-12-31
1677854,INADELY,BFSI03,02/10/2002,J802ANZ,P(J80),Offshore,5,24.17,2025-12-31
1372364,USDELY,WEALTH02,04/11/2024,M205IN,P(M20),Offshore,4,2.82,2025-12-31
1215947,INADELY,BANK01,04/22/2013,M205ANZ,N(TRN),Offshore,5,11.73,2025-12-31
530319,USDELY,BANK01,12/23/2019,P407UK,P(P40),Offshore,4,5.88,2025-12-31
1142832,MEADELY,BANK01,11/01/2013,F520ANZ,L(LEV),Offshore,6,13.58,2025-12-31
577049,INADELY,BANK02,01/01/2018,C210AP,N(TRN),Offshore,4,8.09,2025-12-31
1399151,USDELY,BANK01,11/07/2012,W114EU,P(W11),Offshore,3,15.92,2025-12-31
1509174,INADELY,CAPMT01,07/03/2001,R609AP,P(R60),Offshore,5,25.46,2025-12-31
1849229,APDELY,BANK03,01/11/2020,U912IN,P(U91),Onsite,4,7.89,2025-12-31
124507,USDELY,CAPMT02,03/27/2019,R609UK,P(R60),Onsite,4,7.16,2025-12-31
505242,APDELY,WEALTH01,03/22/2014,U912HQ,B(BCH),Offshore,4,10.3,2025-12-31
345770,USDELY,INSUR01,12/06/2011,E412ME,P(E41),Offshore,4,14.84,2025-12-31
318742,MEADELY,INSUR03,07/08/2024,J802LA,N(TRN),Offshore,2,1.11,2025-12-31
1021818,APDELY,INSUR01,01/23/2003,P407IN,P(P40),Offshore,6,22.97,2025-12-31
1659133,EURDELY,CAPMT02,04/02/2002,V013UK,P(V01),Offshore,6,26.61,2025-12-31
472581,APDELY,BFSI05,05/10/2015,S710EU,P(S71),Onsite,5,10.63,2025-12-31
1878616,UKDELY,BFSI05,03/06/2011,D305UK,P(D30),Offshore,2,14.69,2025-12-31
1393557,UKDELY,BANK03,06/24/2016,V013US,P(V01),Offshore,4,8.59,2025-12-31
1636536,USDELY,Others,03/16/2024,B194HQ,P(B19),Offshore,6,4.33,2025-12-31
709703,MEADELY,INSUR01,01/26/2002,Q508HQ,P(Q50),Onsite,5,23.1,2025-12-31
1918494,USDELY,INSUR02,06/24/2008,P407IN,P(P40),Offshore,4,17.85,2025-12-31
1973377,EURDELY,WEALTH01,05/09/2022,R609ANZ,B(BCH),Offshore,6,1.93,2025-12-31
581171,MEADELY,BFSI03,02/07/2011,K903EU,P(K90),Onsite,6,13.31,2025-12-31
592543,INADELY,BFSI02,09/22/2012,S710AP,P(S71),Offshore,4,11.85,2025-12-31
1537164,APDELY,CAPMT01,07/24/2020,J802GL,P(J80),Offshore,5,8.13,2025-12-31
1880733,UKDELY,WEALTH02,07/31/2014,L104ANZ,B(BCH),Offshore,4,12.09,2025-12-31
909851,ANZDELY,BFSI04,05/28/2022,L104GL,P(L10),Offshore,4,4.2,2025-12-31
551566,APDELY,BFSI05,02/12/2006,D305UK,P(D30),Onsite,4,22.39,2025-12-31
1760069,INADELY,BFSI05,04/06/2025,E412IN,B(BCH),Onsite,6,2.39,2025-12-31
267789,USDELY,BFSI04,04/01/2012,B194AP,P(B19),Offshore,7,15.81,2025-12-31
890614,UKDELY,WEALTH02,12/05/2011,D305IN,P(D30),Offshore,3,15.48,2025-12-31
806646,USDELY,BANK01,08/01/2024,M205ME,L(LEV),Offshore,5,0.5,2025-12-31
217053,UKDELY,BANK01,12/21/2017,N306LA,L(LEV),Offshore,5,9.53,2025-12-31
953969,INADELY,CAPMT01,06/04/2019,N306LA,P(N30),Offshore,4,7.14,2025-12-31
836380,ANZDELY,BANK03,06/08/2022,F520ANZ,P(F52),Offshore,5,5.98,2025-12-31
302926,EURDELY,BANK01,04/19/2008,M205IN,P(M20),Offshore,3,17.3,2025-12-31
1316955,EURDELY,WEALTH02,01/16/2025,T811UK,P(T81),Offshore,5,1.46,2025-12-31
637229,INADELY,BFSI04,05/04/2019,G601ANZ,P(G60),Offshore,3,6.63,2025-12-31
95128,UKDELY,BFSI05,12/19/2020,W114GL,P(W11),Offshore,6,5.82,2025-12-31
1656520,APDELY,BFSI01,06/26/2021,C210ME,N(TRN),Offshore,4,7.48,2025-12-31
433979,EURDELY,INSUR02,07/11/2011,G601US,P(G60),Onsite,4,15.36,2025-12-31
408287,LADELY,INSUR02,07/18/2003,J802ANZ,P(J80),Onsite,3,24.96,2025-12-31
561226,APDELY,CAPMT01,07/04/2022,N306AP,P(N30),Offshore,5,4.15,2025-12-31
789156,ANZDELY,BANK01,08/12/2017,N306UK,P(N30),Onsite,3,7.51,2025-12-31
1286353,UKDELY,INSUR03,06/22/2023,N306LA,P(N30),Onsite,4,2.95,2025-12-31
1209298,INADELY,INSUR01,12/29/2003,T811LA,P(T81),Offshore,5,25.01,2025-12-31
899641,MEADELY,CAPMT02,05/04/2024,J802EU,B(BCH),Offshore,5,3.37,2025-12-31
1571433,EURDELY,INSUR03,12/13/2023,D305LA,P(D30),Offshore,6,3.62,2025-12-31
1905737,ANZDELY,BFSI03,12/21/2004,W114HQ,P(W11),Offshore,5,21.35,2025-12-31
563096,INADELY,BANK01,07/17/2007,S710ME,P(S71),Offshore,5,21.05,2025-12-31
1972638,EURDELY,BFSI04,03/26/2016,Q508GL,P(Q50),Offshore,6,10.88,2025-12-31
411057,UKDELY,BFSI01,11/18/2005,D305ANZ,P(D30),Offshore,5,22.53,2025-12-31
1715383,ANZDELY,BFSI01,09/15/2005,W114IN,N(TRN),Onsite,6,23.23,2025-12-31
962519,USDELY,BFSI04,05/17/2003,E412IN,P(E41),Offshore,5,25.28,2025-12-31
1543038,INADELY,BFSI05,09/16/2018,L104AP,P(L10),Onsite,5,5.92,2025-12-31
715862,UKDELY,INSUR01,07/07/2009,J802HQ,P(J80),Offshore,Subcon,17.26,2025-12-31
613872,USDELY,BFSI04,06/28/2014,P407UK,P(P40),Offshore,4,14.44,2025-12-31
40395,USDELY,WEALTH02,08/23/2023,M205IN,P(M20),Onsite,6,1.89,2025-12-31
344757,ANZDELY,BANK01,07/03/2008,T811AP,P(T81),Offshore,5,18.1,2025-12-31
784001,ANZDELY,INSUR01,02/14/2023,J802UK,P(J80),Offshore,3,5.74,2025-12-31
1194902,EURDELY,WEALTH01,11/20/2011,B194UK,P(B19),Offshore,4,16.21,2025-12-31
1483467,APDELY,BFSI04,11/23/2009,S710LA,P(S71),Offshore,5,15.55,2025-12-31
844324,ANZDELY,BFSI04,05/05/2021,R609IN,P(R60),Offshore,7,4.37,2025-12-31
1953540,ANZDELY,WEALTH01,06/23/2017,E412UK,P(E41),Onsite,4,11.14,2025-12-31
528128,EURDELY,BFSI04,01/15/2008,W114AP,B(BCH),Onsite,5,16.82,2025-12-31
154649,USDELY,BFSI03,12/25/2009,H710AP,B(BCH),Offshore,5,16.36,2025-12-31
1001008,EURDELY,BANK02,12/01/2012,T811UK,P(T81),Offshore,6,12.32,2025-12-31
1865068,INADELY,BFSI02,12/12/2001,F520HQ,P(F52),Offshore,4,25.66,2025-12-31
1410808,MEADELY,BANK01,01/07/2004,G601US,B(BCH),Offshore,5,25.06,2025-12-31
80456,INADELY,CAPMT01,12/26/2003,M205HQ,B(BCH),Offshore,3,24.35,2025-12-31
407598,USDELY,INSUR01,01/05/2013,P407AP,P(P40),Offshore,4,14.89,2025-12-31
1191592,INADELY,CAPMT02,05/06/2011,V013US,P(V01),Offshore,4,17.72,2025-12-31
1493826,ANZDELY,BFSI01,05/29/2007,R609UK,P(R60),Offshore,6,18.74,2025-12-31
1059049,USDELY,BFSI05,02/08/2002,R609GL,P(R60),Offshore,6,26.47,2025-12-31
945408,MEADELY,BANK02,07/12/2002,S710US,P(S71),Onsite,5,24.34,2025-12-31
790419,USDELY,Others,12/11/2001,C210HQ,P(C21),Offshore,6,23.27,2025-12-31
304672,USDELY,CAPMT02,11/01/2014,S710LA,P(S71),Offshore,4,11.39,2025-12-31
1015446,USDELY,BANK01,10/28/2010,R609ANZ,P(R60),Offshore,4,16.53,2025-12-31
471833,USDELY,BANK01,07/13/2018,P407IN,P(P40),Offshore,6,10.32,2025-12-31
1627375,ANZDELY,BANK01,12/07/2014,Q508EU,P(Q50),Offshore,4,10.25,2025-12-31
1596070,ANZDELY,BANK03,10/04/2017,E412LA,P(E41),Offshore,5,9.92,2025-12-31
1197658,USDELY,CAPMT02,07/25/2000,M205ME,P(M20),Offshore,3,28.2,2025-12-31
1935977,MEADELY,INSUR02,11/19/2006,R609IN,P(R60),Offshore,4,20.96,2025-12-31
204156,INADELY,BANK02,07/08/2016,N306LA,B(BCH),Onsite,6,10.85,2025-12-31
492034,UKDELY,CAPMT02,02/22/2003,C210AP,L(LEV),Offshore,4,22.55,2025-12-31
130413,USDELY,WEALTH02,06/23/2003,C210GL,P(C21),Offshore,4,21.58,2025-12-31
1183492,ANZDELY,Others,03/23/2016,W114EU,P(W11),Onsite,5,12.4,2025-12-31
1417552,USDELY,BFSI04,07/25/2016,G601HQ,B(BCH),Offshore,3,10.96,2025-12-31
1990112,MEADELY,CAPMT01,09/04/2011,F520GL,P(F52),Offshore,3,15.87,2025-12-31
1410089,EURDELY,BANK02,06/10/2002,H710HQ,P(H71),Offshore,6,26.39,2025-12-31
1392507,LADELY,BANK01,07/16/2020,S710ME,P(S71),Onsite,5,8.38,2025-12-31
929185,UKDELY,BANK01,05/01/2019,L104ME,B(BCH),Offshore,Subcon,6.37,2025-12-31
1569029,USDELY,Others,01/17/2015,T811IN,P(T81),Offshore,5,12.28,2025-12-31
356381,EURDELY,BFSI05,05/15/2025,P407ME,P(P40),Onsite,5,2.83,2025-12-31
1641713,ANZDELY,WEALTH01,12/28/2010,G601LA,P(G60),Offshore,5,17.31,2025-12-31
875850,MEADELY,BFSI05,02/18/2012,S710ANZ,P(S71),Onsite,5,15.39,2025-12-31
515336,USDELY,INSUR03,11/03/2017,Q508ME,P(Q50),Offshore,3,11.01,2025-12-31
635501,EURDELY,CAPMT01,02/28/2002,D305GL,P(D30),Offshore,Subcon,23.98,2025-12-31
1063092,INADELY,CAPMT01,02/13/2021,T811GL,P(T81),Offshore,7,3.89,2025-12-31
535504,EURDELY,INSUR03,02/27/2016,B194EU,P(B19),Offshore,3,11.11,2025-12-31
689496,UKDELY,BFSI02,04/01/2012,J802AP,B(BCH),Offshore,3,14.61,2025-12-31
1468366,APDELY,BFSI03,06/03/2024,U912EU,P(U91),Offshore,3,3.44,2025-12-31
571733,UKDELY,BFSI02,02/27/2022,F520EU,P(F52),Offshore,Subcon,5.93,2025-12-31
1334640,LADELY,Others,03/05/2007,D305UK,N(TRN),Onsite,6,18.91,2025-12-31
210907,UKDELY,BANK03,04/06/2000,G601ANZ,P(G60),Offshore,5,24.39,2025-12-31
328562,USDELY,INSUR01,09/22/2009,J802ME,P(J80),Offshore,5,14.46,2025-12-31
1170381,USDELY,BFSI05,03/26/2008,S710ANZ,P(S71),Offshore,4,20.5,2025-12-31
1024825,USDELY,BFSI03,08/06/2015,G601HQ,P(G60),Offshore,5,13.31,2025-12-31
214856,APDELY,WEALTH01,11/21/2017,S710IN,P(S71),Offshore,6,6.34,2025-12-31
1476236,ANZDELY,BFSI03,10/06/2020,V013US,B(BCH),Offshore,4,8.19,2025-12-31
455781,INADELY,BFSI05,10/03/2023,L104AP,B(BCH),Offshore,4,4.33,2025-12-31
1080203,MEADELY,WEALTH02,04/06/2003,E412IN,P(E41),Offshore,4,22.42,2025-12-31
1307731,ANZDELY,WEALTH01,04/13/2020,C210GL,P(C21),Offshore,2,6.54,2025-12-31
400857,MEADELY,INSUR03,08/25/2010,C210ANZ,N(TRN),Offshore,5,16.11,2025-12-31
1815747,INADELY,INSUR01,02/11/2005,L104HQ,P(L10),Onsite,4,19.61,2025-12-31
1406840,APDELY,Others,08/18/2009,N306HQ,P(N30),Offshore,4,17.26,2025-12-31
301152,APDELY,BANK03,03/29/2017,G601LA,P(G60),Onsite,4,11.26,2025-12-31
1863999,USDELY,INSUR02,08/03/2019,E412US,L(LEV),Offshore,5,6.02,2025-12-31
1119670,LADELY,INSUR01,03/01/2022,G601ME,B(BCH),Onsite,5,5.78,2025-12-31
850730,UKDELY,BFSI03,01/02/2021,E412ME,P(E41),Offshore,6,5.21,2025-12-31
294582,LADELY,Others,04/19/2004,G601IN,P(G60),Offshore,4,24.24,2025-12-31
1591278,USDELY,WEALTH01,08/27/2007,J802ANZ,P(J80),Offshore,4,18.0,2025-12-31
1023611,APDELY,BANK02,09/09/2012,H710ANZ,P(H71),Onsite,7,15.43,2025-12-31
172746,EURDELY,INSUR03,05/17/2015,D305ANZ,P(D30),Offshore,3,10.39,2025-12-31
1116494,USDELY,BANK02,01/23/2013,G601GL,P(G60),Offshore,4,11.41,2025-12-31
1649278,UKDELY,INSUR03,01/28/2022,Q508LA,P(Q50),Onsite,3,5.36,2025-12-31
486518,LADELY,WEALTH01,03/11/2013,P407AP,P(P40),Offshore,6,13.52,2025-12-31
685137,USDELY,Others,05/01/2007,D305LA,P(D30),Offshore,5,19.81,2025-12-31
938390,USDELY,BFSI04,05/01/2025,U912UK,P(U91),Offshore,3,1.57,2025-12-31
505469,ANZDELY,BANK03,01/26/2007,E412US,P(E41),Onsite,3,17.23,2025-12-31
1887771,USDELY,CAPMT01,04/10/2003,U912ANZ,P(U91),Offshore,6,22.71,2025-12-31
384908,USDELY,CAPMT01,12/19/2002,M205US,P(M20),Offshore,5,25.35,2025-12-31
1804870,LADELY,BFSI02,03/14/2002,D305LA,P(D30),Offshore,5,23.72,2025-12-31
1712880,INADELY,CAPMT02,03/11/2018,T811GL,P(T81),Offshore,7,6.42,2025-12-31
1885345,LADELY,INSUR03,02/17/2001,C210LA,P(C21),Offshore,4,26.45,2025-12-31
1981393,USDELY,BFSI03,07/29/2005,V013ANZ,B(BCH),Offshore,3,22.81,2025-12-31
1731648,MEADELY,CAPMT02,11/05/2020,S710ME,P(S71),Offshore,5,6.24,2025-12-31
719525,ANZDELY,CAPMT01,09/15/2021,B194US,P(B19),Onsite,3,2.93,2025-12-31
895345,USDELY,BFSI02,10/19/2001,S710LA,P(S71),Onsite,4,23.39,2025-12-31
18800,USDELY,BANK03,04/12/2020,J802AP,P(J80),Onsite,5,6.18,2025-12-31
295180,USDELY,INSUR01,11/06/2015,F520ANZ,P(F52),Offshore,5,9.23,2025-12-31
571560,EURDELY,WEALTH02,07/09/2022,J802IN,P(J80),Offshore,5,6.43,2025-12-31
1308974,EURDELY,INSUR01,03/14/2021,H710IN,P(H71),Offshore,6,3.78,2025-12-31
1899830,USDELY,INSUR02,12/25/2017,V013GL,B(BCH),Onsite,5,9.21,2025-12-31
1118362,USDELY,CAPMT01,10/29/2012,L104GL,B(BCH),Offshore,4,12.58,2025-12-31
1178610,USDELY,CAPMT01,10/03/2010,N306UK,P(N30),Offshore,5,16.17,2025-12-31
1397294,UKDELY,BFSI05,03/02/2011,F520LA,N(TRN),Offshore,4,14.12,2025-12-31
502147,INADELY,Others,07/15/2002,P407UK,N(TRN),Offshore,6,22.6,2025-12-31
576586,INADELY,BFSI03,02/14/2004,K903UK,P(K90),Offshore,4,21.32,2025-12-31
1455011,LADELY,BFSI05,12/29/2017,Q508EU,P(Q50),Offshore,4,8.95,2025-12-31
391571,MEADELY,INSUR01,06/10/2001,N306LA,P(N30),Offshore,4,24.54,2025-12-31
1512822,ANZDELY,BANK01,01/11/2013,H710AP,N(TRN),Onsite,7,11.66,2025-12-31
179981,APDELY,BANK01,12/24/2016,G601AP,P(G60),Onsite,4,9.02,2025-12-31
348522,APDELY,BFSI03,01/11/2022,Q508AP,P(Q50),Onsite,5,3.39,2025-12-31
822426,USDELY,WEALTH01,10/12/2019,G601AP,P(G60),Offshore,5,7.64,2025-12-31
1313948,EURDELY,WEALTH02,04/21/2005,N306HQ,P(N30),Offshore,4,19.16,2025-12-31
672877,INADELY,INSUR03,09/24/2023,N306US,B(BCH),Offshore,4,4.85,2025-12-31
382081,MEADELY,INSUR02,11/18/2020,C210IN,P(C21),Offshore,6,4.58,2025-12-31
