EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
1362932,APDELY,Others,03/18/2011,D305US,P(D30),Offshore,5,14.58,2025-12-31
375617,LADELY,BANK03,05/28/2004,H710IN,P(H71),Offshore,4,24.7,2025-12-31
1840029,MEADELY,CAPMT02,11/01/2007,W114ANZ,P(W11),Offshore,6,17.47,2025-12-31
959265,UKDELY,BANK01,01/16/2024,S710ANZ,P(S71),Offshore,5,4.78,2025-12-31
381660,ANZDELY,Others,03/21/2006,U912ANZ,P(U91),Onsite,5,20.35,2025-12-31
696249,USDELY,INSUR02,06/01/2017,H710US,P(H71),Offshore,4,7.71,2025-12-31
1598071,ANZDELY,BANK03,07/29/2018,G601US,P(G60),Onsite,5,8.85,2025-12-31
422764,USDELY,BANK01,04/15/2023,B194GL,P(B19),Offshore,5,3.37,2025-12-31
1045193,ANZDELY,BFSI05,07/30/2015,R609ANZ,P(R60),Offshore,2,12.6,2025-12-31
1686577,USDELY,WEALTH02,12/19/2021,J802ME,L(LEV),Offshore,Subcon,6.84,2025-12-31
703010,INADELY,CAPMT01,12/13/2015,L104ANZ,P(L10),Offshore,4,8.4,2025-12-31
978861,EURDELY,BFSI04,05/07/2016,K903HQ,P(K90),Offshore,5,9.83,2025-12-31
598700,LADELY,INSUR01,07/26/2008,J802AP,P(J80),Onsite,3,15.95,2025-12-31
58038,MEADELY,CAPMT01,05/21/2014,V013UK,P(V01),Offshore,5,14.07,2025-12-31
1492977,USDELY,WEALTH02,07/19/2011,S710AP,P(S71),Offshore,4,14.75,2025-12-31
1844407,USDELY,BFSI03,07/12/2019,H710US,P(H71),Offshore,4,6.45,2025-12-31
235287,MEADELY,BFSI05,05/02/2017,W114HQ,P(W11),Offshore,3,7.8,2025-12-31
1055328,EURDELY,INSUR01,04/23/2024,C210LA,P(C21),Onsite,4,1.86,2025-12-31
471062,USDELY,BFSI05,01/31/2007,S710UK,P(S71),Offshore,4,21.38,2025-12-31
551256,ANZDELY,BFSI03,07/04/2005,V013US,P(V01),Offshore,3,18.73,2025-12-31
1864316,USDELY,BANK02,01/02/2018,H710ANZ,P(H71),Onsite,4,9.77,2025-12-31
499763,INADELY,BFSI01,03/20/2022,C210IN,P(C21),Offshore,5,3.8,2025-12-31
1790803,INADELY,Others,08/30/2020,C210ANZ,P(C21),Offshore,4,7.4,2025-12-31
62448,UKDELY,BANK01,01/10/2007,C210US,P(C21),Offshore,4,19.04,2025-12-31
1794449,INADELY,BFSI01,05/17/2020,V013UK,P(V01),Offshore,4,6.42,2025-12-31
1597906,UKDELY,INSUR03,10/02/2018,J802ME,P(J80),Offshore,3,7.94,2025-12-31
813690,USDELY,WEALTH01,12/01/2000,V013HQ,P(V01),Offshore,4,24.3,2025-12-31
1175927,INADELY,WEALTH01,10/02/2003,C210ME,P(C21),Offshore,5,22.42,2025-12-31
1108271,LADELY,INSUR01,09/18/2019,H710ME,P(H71),Offshore,Subcon,6.0,2025-12-31
1370040,INADELY,WEALTH02,05/29/2015,L104AP,P(L10),Offshore,4,9.03,2025-12-31
700479,USDELY,BFSI05,09/24/2007,Q508UK,P(Q50),Onsite,6,18.81,2025-12-31
1992228,UKDELY,WEALTH02,12/13/2019,S710HQ,P(S71),Offshore,5,5.79,2025-12-31
23960,UKDELY,BFSI04,04/11/2003,L104HQ,P(L10),Offshore,5,21.15,2025-12-31
1535079,USDELY,Others,07/16/2023,M205IN,N(TRN),Offshore,5,2.91,2025-12-31
248692,LADELY,CAPMT02,05/23/2024,G601US,P(G60),Offshore,4,0.79,2025-12-31
1668639,ANZDELY,INSUR01,04/12/2015,D305ME,P(D30),Offshore,6,10.96,2025-12-31
1437785,APDELY,BFSI05,02/03/2016,J802LA,P(J80),Offshore,5,8.46,2025-12-31
1324460,ANZDELY,INSUR02,04/07/2022,B194IN,P(B19),Onsite,7,6.01,2025-12-31
1743121,UKDELY,BFSI02,03/01/2014,G601IN,P(G60),Offshore,4,12.04,2025-12-31
303121,MEADELY,BFSI02,09/19/2020,L104IN,P(L10),Offshore,5,4.87,2025-12-31
1864149,USDELY,WEALTH02,04/13/2004,J802ME,P(J80),Offshore,5,21.78,2025-12-31
162841,UKDELY,INSUR01,09/14/2015,U912AP,P(U91),Offshore,6,9.82,2025-12-31
1306705,INADELY,INSUR02,11/07/2013,L104AP,L(LEV),Offshore,6,11.0,2025-12-31
436911,USDELY,Others,12/17/2012,K903GL,P(K90),Offshore,7,12.35,2025-12-31
1784511,APDELY,INSUR02,06/05/2025,U912LA,N(TRN),Onsite,5,2.08,2025-12-31
918255,MEADELY,WEALTH02,01/09/2013,U912UK,B(BCH),Offshore,4,15.14,2025-12-31
165035,USDELY,BFSI04,06/28/2008,C210EU,P(C21),Offshore,4,19.01,2025-12-31
1386686,EURDELY,INSUR03,02/18/2008,T811AP,P(T81),Offshore,5,16.57,2025-12-31
1731697,EURDELY,INSUR02,02/20/2007,F520ANZ,P(F52),Offshore,7,18.68,2025-12-31
547005,UKDELY,BFSI02,03/01/2013,V013ME,P(V01),Offshore,5,13.71,2025-12-31
1542428,LADELY,WEALTH01,01/25/2002,V013EU,P(V01),Offshore,5,25.4,2025-12-31
1511632,USDELY,BANK02,02/16/2006,P407ANZ,P(P40),Offshore,5,18.97,2025-12-31
639491,UKDELY,BFSI02,04/23/2025,H710HQ,P(H71),Offshore,5,0.5,2025-12-31
1248138,APDELY,WEALTH02,08/15/2023,C210IN,P(C21),Onsite,4,1.73,2025-12-31
569936,USDELY,BFSI02,03/23/2011,D305ANZ,P(D30),Offshore,4,17.09,2025-12-31
311583,LADELY,WEALTH02,09/30/2000,B194HQ,B(BCH),Offshore,5,26.14,2025-12-31
1536015,USDELY,INSUR01,04/19/2001,V013LA,P(V01),Offshore,4,24.59,2025-12-31
1996020,UKDELY,CAPMT02,11/25/2020,D305LA,P(D30),Onsite,4,7.57,2025-12-31
449522,APDELY,WEALTH01,12/13/2011,S710UK,P(S71),Offshore,5,12.45,2025-12-31
473895,UKDELY,INSUR03,06/20/2011,Q508US,P(Q50),Onsite,2,13.44,2025-12-31
1727572,APDELY,BANK02,04/25/2007,B194GL,P(B19),Onsite,6,19.67,2025-12-31
212794,INADELY,BANK01,04/15/2010,J802IN,P(J80),Offshore,4,18.54,2025-12-31
1018363,USDELY,WEALTH02,03/03/2025,E412EU,P(E41),Offshore,5,1.37,2025-12-31
568771,ANZDELY,WEALTH02,01/23/2008,U912AP,P(U91),Offshore,5,20.21,2025-12-31
1913260,USDELY,BFSI05,09/07/2023,G601AP,P(G60),Offshore,5,1.5,2025-12-31
68434,EURDELY,BANK01,10/29/2019,C210ANZ,P(C21),Offshore,3,4.78,2025-12-31
1016874,ANZDELY,BFSI04,06/04/2001,U912IN,P(U91),Onsite,5,25.7,2025-12-31
1443215,USDELY,BANK03,02/04/2022,Q508UK,P(Q50),Onsite,5,2.32,2025-12-31
609298,ANZDELY,INSUR01,07/30/2011,K903AP,P(K90),Onsite,4,13.54,2025-12-31
425921,APDELY,WEALTH02,08/25/2011,F520GL,P(F52),Onsite,3,15.2,2025-12-31
1580575,UKDELY,WEALTH01,10/28/2014,N306EU,P(N30),Offshore,4,12.03,2025-12-31
1504231,ANZDELY,BFSI05,02/01/2004,U912UK,P(U91),Offshore,5,22.18,2025-12-31
1395244,UKDELY,BFSI05,10/07/2022,D305IN,P(D30),Onsite,3,1.9,2025-12-31
1706167,UKDELY,BFSI03,06/14/2021,D305ANZ,P(D30),Offshore,3,4.98,2025-12-31
612182,USDELY,BFSI02,11/17/2004,G601GL,P(G60),Onsite,5,23.37,2025-12-31
1166626,UKDELY,BANK02,09/14/2004,V013ME,P(V01),Offshore,5,19.48,2025-12-31
50046,ANZDELY,BANK03,03/28/2013,G601ME,P(G60),Offshore,5,12.59,2025-12-31
1643447,ANZDELY,BANK02,07/21/2002,T811LA,P(T81),Offshore,5,24.1,2025-12-31
632690,USDELY,BANK02,06/20/2020,B194US,P(B19),Offshore,3,6.93,2025-12-31
1905082,EURDELY,WEALTH01,11/21/2013,L104HQ,P(L10),Offshore,6,12.87,2025-12-31
941303,MEADELY,INSUR02,06/20/2015,N306AP,P(N30),Offshore,Subcon,12.52,2025-12-31
78649,MEADELY,WEALTH02,12/28/2016,W114EU,P(W11),Offshore,4,8.09,2025-12-31
1435274,EURDELY,CAPMT02,04/28/2023,W114AP,P(W11),Offshore,6,2.37,2025-12-31
1417965,ANZDELY,BANK02,04/21/2019,N306IN,P(N30),Offshore,6,6.59,2025-12-31
757241,EURDELY,CAPMT01,12/11/2000,L104EU,B(BCH),Onsite,4,23.29,2025-12-31
1356393,UKDELY,BFSI02,02/11/2010,J802LA,P(J80),Offshore,4,17.98,2025-12-31
238820,ANZDELY,INSUR03,03/15/2004,N306ME,P(N30),Onsite,6,21.26,2025-12-31
965943,ANZDELY,BFSI04,03/21/2022,J802EU,P(J80),Onsite,Subcon,2.67,2025-12-31
687358,ANZDELY,CAPMT02,02/25/2003,L104GL,P(L10),Onsite,4,25.59,2025-12-31
1388981,INADELY,BFSI01,08/23/2008,G601ME,P(G60),Onsite,6,18.28,2025-12-31
972842,ANZDELY,CAPMT01,02/28/2002,R609UK,P(R60),Onsite,5,24.75,2025-12-31
1662260,APDELY,BANK02,08/29/2013,D305ANZ,P(D30),Offshore,5,14.06,2025-12-31
342991,ANZDELY,BANK02,10/17/2015,G601US,P(G60),Offshore,5,9.75,2025-12-31
474145,ANZDELY,INSUR03,04/16/2006,F520GL,P(F52),Offshore,5,20.85,2025-12-31
49314,EURDELY,INSUR03,02/17/2005,T811IN,P(T81),Offshore,Subcon,19.48,2025-12-31
1786105,EURDELY,INSUR03,06/25/2012,J802AP,P(J80),Offshore,2,13.57,2025-12-31
248493,INADELY,BANK01,11/23/2024,P407HQ,P(P40),Offshore,5,1.43,2025-12-31
578313,USDELY,BFSI05,02/10/2025,U912ANZ,P(U91),Offshore,Subcon,0.5,2025-12-31
664691,UKDELY,BFSI03,01/22/2003,T811LA,P(T81),Onsite,5,24.47,2025-12-31
785947,EURDELY,CAPMT02,04/10/2006,S710ME,P(S71),Offshore,6,19.77,2025-12-31
949188,UKDELY,CAPMT01,02/17/2006,R609UK,P(R60),Offshore,5,22.16,2025-12-31
1887952,UKDELY,BFSI01,06/17/2015,B194GL,P(B19),Offshore,5,10.91,2025-12-31
1224758,ANZDELY,BFSI05,12/05/2004,D305HQ,P(D30),Onsite,4,20.69,2025-12-31
1539384,USDELY,WEALTH01,04/07/2008,J802ANZ,P(J80),Onsite,5,18.53,2025-12-31
14069,USDELY,INSUR01,10/24/2016,U912IN,P(U91),Offshore,5,9.32,2025-12-31
528957,INADELY,INSUR01,03/17/2012,U912LA,P(U91),Offshore,5,12.55,2025-12-31
74413,INADELY,CAPMT02,07/15/2016,H710US,P(H71),Offshore,5,8.28,2025-12-31
147232,INADELY,BFSI05,12/02/2009,K903UK,P(K90),Onsite,5,14.6,2025-12-31
594165,UKDELY,BFSI05,08/13/2023,D305IN,P(D30),Offshore,3,5.25,2025-12-31
1110703,USDELY,WEALTH02,06/06/2023,L104LA,L(LEV),Offshore,5,0.86,2025-12-31
1044487,INADELY,CAPMT01,09/10/2003,W114LA,P(W11),Offshore,4,24.03,2025-12-31
892477,UKDELY,BANK03,05/01/2005,V013GL,B(BCH),Offshore,4,20.93,2025-12-31
1793961,EURDELY,BFSI02,11/15/2006,U912GL,P(U91),Onsite,5,19.65,2025-12-31
1419469,APDELY,BFSI02,11/03/2017,L104GL,P(L10),Offshore,4,8.92,2025-12-31
1090497,ANZDELY,INSUR02,03/03/2017,U912UK,P(U91),Onsite,6,8.08,2025-12-31
667420,EURDELY,WEALTH01,07/15/2001,D305ANZ,P(D30),Offshore,5,25.0,2025-12-31
681035,USDELY,INSUR02,03/19/2010,R609HQ,P(R60),Offshore,5,15.9,2025-12-31
1671740,USDELY,BFSI03,12/12/2009,V013EU,P(V01),Onsite,4,17.4,2025-12-31
1669851,ANZDELY,WEALTH02,01/23/2021,V013US,P(V01),Offshore,5,4.17,2025-12-31
433985,APDELY,INSUR03,05/07/2010,V013HQ,P(V01),Offshore,2,16.28,2025-12-31
1666130,INADELY,WEALTH01,01/16/2021,G601LA,P(G60),Offshore,5,6.58,2025-12-31
1489520,USDELY,BANK02,06/02/2025,G601ANZ,P(G60),Offshore,6,3.18,2025-12-31
1336335,USDELY,CAPMT01,02/07/2022,C210UK,P(C21),Onsite,5,2.69,2025-12-31
238413,ANZDELY,CAPMT02,02/19/2011,D305ANZ,P(D30),Offshore,3,13.16,2025-12-31
265147,INADELY,BANK02,05/12/2021,W114ANZ,P(W11),Offshore,5,3.32,2025-12-31
1143384,EURDELY,INSUR03,05/22/2003,Q508ME,P(Q50),Offshore,4,24.64,2025-12-31
768004,USDELY,CAPMT02,07/27/2014,M205HQ,P(M20),Onsite,4,14.41,2025-12-31
674191,UKDELY,INSUR02,05/14/2017,L104HQ,P(L10),Offshore,5,9.04,2025-12-31
1538113,USDELY,WEALTH01,10/30/2022,S710UK,P(S71),Offshore,5,4.52,2025-12-31
573997,USDELY,BANK02,04/15/2022,J802ANZ,P(J80),Offshore,3,3.19,2025-12-31
918934,INADELY,CAPMT02,08/06/2021,Q508AP,P(Q50),Offshore,Subcon,6.42,2025-12-31
202197,USDELY,BANK03,05/01/2016,J802EU,P(J80),Offshore,5,9.79,2025-12-31
860010,APDELY,WEALTH02,06/17/2006,N306IN,P(N30),Offshore,6,22.14,2025-12-31
1762484,USDELY,CAPMT01,01/06/2023,T811LA,P(T81),Offshore,5,2.09,2025-12-31
561941,USDELY,BFSI02,01/25/2022,J802AP,P(J80),Offshore,3,4.5,2025-12-31
1355918,USDELY,INSUR03,10/17/2013,E412UK,P(E41),Offshore,4,11.52,2025-12-31
1499546,MEADELY,INSUR01,09/01/2012,S710ANZ,P(S71),Offshore,7,14.31,2025-12-31
182119,UKDELY,BFSI02,02/12/2000,U912ANZ,P(U91),Onsite,3,24.46,2025-12-31
1676989,INADELY,BFSI02,06/06/2024,Q508ME,P(Q50),Offshore,4,4.2,2025-12-31
258654,UKDELY,BANK03,10/26/2005,D305LA,P(D30),Offshore,3,23.24,2025-12-31
1225252,INADELY,BANK03,11/01/2012,C210UK,B(BCH),Offshore,7,12.48,2025-12-31
399350,ANZDELY,INSUR01,12/03/2005,T811US,P(T81),Offshore,4,22.38,2025-12-31
779199,UKDELY,BFSI05,02/09/2025,M205US,P(M20),Offshore,5,1.37,2025-12-31
518598,INADELY,WEALTH01,05/09/2021,V013EU,P(V01),Offshore,6,5.75,2025-12-31
104093,USDELY,BANK03,09/06/2001,U912US,P(U91),Offshore,5,23.98,2025-12-31
1458223,EURDELY,CAPMT02,03/20/2007,J802EU,P(J80),Onsite,3,19.59,2025-12-31
525102,ANZDELY,INSUR01,05/10/2003,L104UK,P(L10),Offshore,5,23.2,2025-12-31
573503,APDELY,BFSI03,11/06/2014,T811AP,P(T81),Offshore,4,9.34,2025-12-31
727461,USDELY,BANK01,10/06/2016,D305ANZ,P(D30),Offshore,3,10.6,2025-12-31
1629404,APDELY,BFSI04,03/27/2015,B194LA,P(B19),Offshore,6,13.28,2025-12-31
40467,UKDELY,CAPMT01,03/20/2002,T811ME,P(T81),Onsite,5,24.25,2025-12-31
294469,ANZDELY,BFSI01,10/14/2002,V013ANZ,P(V01),Offshore,4,24.67,2025-12-31
397144,UKDELY,WEALTH02,07/04/2012,K903ME,P(K90),Offshore,4,15.84,2025-12-31
900334,ANZDELY,INSUR01,04/21/2004,N306ME,P(N30),Offshore,5,24.57,2025-12-31
1881194,MEADELY,CAPMT01,11/15/2016,K903AP,P(K90),Offshore,4,9.19,2025-12-31
1908066,USDELY,BANK01,10/25/2007,E412US,P(E41),Offshore,3,19.62,2025-12-31
967917,UKDELY,WEALTH01,08/14/2012,G601ANZ,P(G60),Offshore,5,15.18,2025-12-31
118188,USDELY,WEALTH02,03/11/2019,L104UK,P(L10),Offshore,4,8.59,2025-12-31
1983327,APDELY,CAPMT01,12/02/2016,Q508HQ,P(Q50),Offshore,4,9.99,2025-12-31
295020,MEADELY,WEALTH01,10/22/2013,L104US,P(L10),Offshore,Subcon,11.65,2025-12-31
801085,APDELY,Others,01/01/2024,J802IN,P(J80),Offshore,5,5.08,2025-12-31
1489725,USDELY,BANK01,07/31/2012,K903ANZ,P(K90),Offshore,7,14.35,2025-12-31
397290,ANZDELY,BFSI04,11/27/2011,P407ANZ,P(P40),Offshore,5,13.26,2025-12-31
1975643,USDELY,BFSI03,05/12/2016,K903IN,P(K90),Onsite,5,9.04,2025-12-31
1068439,ANZDELY,BANK03,06/04/2015,K903UK,P(K90),Offshore,5,12.02,2025-12-31
701999,ANZDELY,BFSI05,04/13/2011,D305US,P(D30),Offshore,4,15.89,2025-12-31
1696690,MEADELY,WEALTH02,07/19/2001,N306UK,P(N30),Offshore,4,25.72,2025-12-31
1420443,APDELY,INSUR03,12/10/2023,F520IN,P(F52),Offshore,7,2.54,2025-12-31
1764315,ANZDELY,INSUR01,09/22/2015,W114IN,P(W11),Offshore,3,11.42,2025-12-31
1792494,INADELY,Others,07/28/2000,U912UK,P(U91),Offshore,5,28.18,2025-12-31
702023,INADELY,BANK02,06/12/2012,P407IN,P(P40),Offshore,4,13.47,2025-12-31
927488,APDELY,BFSI01,09/25/2014,M205LA,P(M20),Offshore,5,11.01,2025-12-31
165938,MEADELY,CAPMT01,09/16/2023,M205EU,B(BCH),Offshore,6,2.86,2025-12-31
458884,UKDELY,WEALTH01,12/29/2022,S710IN,P(S71),Onsite,6,2.93,2025-12-31
1275625,USDELY,BFSI05,04/21/2001,W114LA,P(W11),Onsite,5,23.93,2025-12-31
1587726,INADELY,WEALTH01,11/10/2008,N306AP,L(LEV),Offshore,6,16.54,2025-12-31
1848322,USDELY,INSUR02,04/07/2025,S710HQ,P(S71),Offshore,6,3.13,2025-12-31
1925202,EURDELY,INSUR02,02/09/2011,L104ME,N(TRN),Onsite,5,16.63,2025-12-31
1784719,ANZDELY,BFSI01,08/02/2004,B194ME,P(B19),Onsite,Subcon,23.71,2025-12-31
1126692,EURDELY,BFSI02,05/04/2020,K903UK,P(K90),Offshore,6,6.56,2025-12-31
239208,UKDELY,Others,04/12/2008,S710US,P(S71),Offshore,4,18.77,2025-12-31
1100013,ANZDELY,BANK03,03/02/2002,P407US,B(BCH),Offshore,4,22.29,2025-12-31
446427,INADELY,BFSI05,12/26/2013,Q508ME,P(Q50),Offshore,4,11.54,2025-12-31
166356,MEADELY,CAPMT01,11/11/2006,N306UK,P(N30),Offshore,5,18.1,2025-12-31
116413,ANZDELY,BANK02,04/06/2004,C210UK,P(C21),Offshore,3,20.51,2025-12-31
612660,INADELY,CAPMT01,05/18/2018,F520EU,P(F52),Onsite,5,9.21,2025-12-31
536784,ANZDELY,WEALTH02,11/15/2022,N306HQ,P(N30),Offshore,4,2.81,2025-12-31
1006693,INADELY,BFSI04,07/30/2021,P407EU,P(P40),Offshore,Subcon,4.77,2025-12-31
599418,UKDELY,BANK01,10/18/2013,K903IN,N(TRN),Offshore,4,14.63,2025-12-31
911886,UKDELY,INSUR02,08/01/2024,W114GL,P(W11),Offshore,4,2.23,2025-12-31
433368,INADELY,BFSI03,04/03/2004,K903AP,P(K90),Offshore,4,22.99,2025-12-31
1193641,INADELY,BFSI01,11/22/2000,H710LA,P(H71),Offshore,5,24.59,2025-12-31
374018,INADELY,BANK02,12/16/2019,M205HQ,P(M20),Offshore,6,9.11,2025-12-31
1948295,ANZDELY,BANK01,08/08/2024,M205HQ,P(M20),Offshore,6,4.16,2025-12-31
198893,EURDELY,BANK01,09/20/2005,K903IN,P(K90),Offshore,5,21.21,2025-12-31
417393,EURDELY,INSUR03,01/02/2016,J802AP,P(J80),Onsite,6,8.57,2025-12-31
560262,UKDELY,BFSI04,11/05/2007,E412ME,P(E41),Offshore,4,19.74,2025-12-31
854238,USDELY,BANK01,08/20/2006,T811IN,P(T81),Offshore,4,18.31,2025-12-31
17541,ANZDELY,BFSI04,06/24/2005,E412LA,P(E41),Offshore,6,21.2,2025-12-31
1701488,APDELY,INSUR01,11/03/2013,T811ME,P(T81),Offshore,4,11.01,2025-12-31
1672170,UKDELY,BFSI03,12/17/2019,N306ME,P(N30),Offshore,4,5.26,2025-12-31
556158,ANZDELY,CAPMT01,08/30/2022,G601LA,P(G60),Onsite,4,5.05,2025-12-31
981430,APDELY,BANK03,06/12/2016,W114IN,P(W11),Onsite,4,11.92,2025-12-31
146499,EURDELY,WEALTH01,06/05/2010,J802UK,P(J80),Offshore,4,17.65,2025-12-31
1373364,INADELY,WEALTH01,12/17/2001,F520AP,P(F52),Offshore,5,25.99,2025-12-31
857856,MEADELY,BFSI02,06/03/2021,K903LA,P(K90),Onsite,4,3.33,2025-12-31
1881510,USDELY,WEALTH01,01/12/2005,D305GL,P(D30),Offshore,5,21.93,2025-12-31
1578624,UKDELY,INSUR02,10/30/2004,U912HQ,P(U91),Onsite,5,24.31,2025-12-31
201318,USDELY,BFSI01,04/10/2004,R609UK,P(R60),Offshore,6,20.48,2025-12-31
1473919,ANZDELY,INSUR01,01/11/2004,W114UK,P(W11),Offshore,3,24.85,2025-12-31
1390146,EURDELY,CAPMT02,07/02/2011,W114AP,P(W11),Onsite,4,15.29,2025-12-31
1980344,INADELY,WEALTH02,07/01/2011,S710US,B(BCH),Offshore,4,14.33,2025-12-31
118641,APDELY,CAPMT01,10/19/2020,W114ME,P(W11),Offshore,4,6.17,2025-12-31
1138763,ANZDELY,CAPMT01,12/25/2000,E412US,B(BCH),Offshore,5,26.08,2025-12-31
575652,EURDELY,BFSI05,03/24/2011,D305UK,P(D30),Offshore,4,16.04,2025-12-31
1621995,EURDELY,BFSI04,09/09/2020,G601GL,P(G60),Offshore,6,8.19,2025-12-31
1320486,USDELY,BFSI03,05/27/2015,V013ANZ,P(V01),Offshore,5,9.43,2025-12-31
622713,EURDELY,BFSI02,05/27/2012,F520UK,P(F52),Offshore,4,14.35,2025-12-31
1959276,EURDELY,BANK01,10/16/2003,K903AP,P(K90),Offshore,4,22.94,2025-12-31
979866,USDELY,WEALTH02,09/14/2000,Q508UK,P(Q50),Onsite,4,25.23,2025-12-31
617131,USDELY,BANK01,12/12/2018,P407EU,P(P40),Offshore,5,6.09,2025-12-31
700335,USDELY,INSUR02,02/15/2025,S710GL,P(S71),Offshore,Subcon,0.5,2025-12-31
495786,USDELY,BFSI02,07/07/2010,G601IN,P(G60),Offshore,4,17.96,2025-12-31
1031195,EURDELY,INSUR01,03/26/2016,D305ANZ,P(D30),Offshore,5,7.94,2025-12-31
1985391,MEADELY,CAPMT01,07/25/2021,V013AP,P(V01),Offshore,5,5.28,2025-12-31
1985034,EURDELY,Others,01/03/2022,L104IN,P(L10),Offshore,5,3.49,2025-12-31
241632,APDELY,BFSI01,12/21/2008,U912US,P(U91),Offshore,5,18.66,2025-12-31
92552,MEADELY,BFSI01,09/04/2004,S710UK,P(S71),Offshore,4,23.33,2025-12-31
1412732,INADELY,INSUR03,06/25/2022,E412EU,P(E41),Offshore,6,4.17,2025-12-31
524006,INADELY,INSUR03,12/20/2024,N306US,P(N30),Offshore,6,0.67,2025-12-31
1094319,UKDELY,BFSI05,07/28/2023,K903US,P(K90),Offshore,6,2.17,2025-12-31
81608,UKDELY,BFSI04,09/29/2024,H710IN,P(H71),Offshore,5,3.71,2025-12-31
400734,USDELY,INSUR03,03/12/2001,U912GL,P(U91),Offshore,5,27.52,2025-12-31
12246,INADELY,BANK01,09/28/2017,P407ANZ,P(P40),Offshore,5,7.31,2025-12-31
1334170,UKDELY,CAPMT01,10/12/2010,W114UK,B(BCH),Offshore,4,14.96,2025-12-31
836195,APDELY,BANK02,11/04/2008,L104AP,P(L10),Onsite,4,17.87,2025-12-31
1826689,INADELY,INSUR03,05/16/2017,W114ME,P(W11),Offshore,6,10.18,2025-12-31
250183,USDELY,INSUR02,04/06/2006,S710LA,P(S71),Offshore,4,18.68,2025-12-31
1353573,INADELY,CAPMT01,03/09/2012,S710UK,P(S71),Offshore,3,15.41,2025-12-31
698059,MEADELY,BFSI02,03/05/2018,N306HQ,B(BCH),Offshore,6,8.22,2025-12-31
1254731,USDELY,INSUR02,01/04/2016,F520HQ,P(F52),Offshore,4,8.31,2025-12-31
984495,EURDELY,BFSI05,12/28/2011,T811IN,P(T81),Offshore,4,15.18,2025-12-31
1670436,USDELY,BANK01,10/25/2018,P407EU,P(P40),Offshore,6,9.51,2025-12-31
1831365,INADELY,BANK01,06/18/2007,L104HQ,P(L10),Offshore,6,16.87,2025-12-31
490769,INADELY,INSUR01,05/10/2025,S710EU,P(S71),Offshore,4,2.3,2025-12-31
1247736,LADELY,INSUR02,03/21/2019,G601GL,P(G60),Offshore,4,7.62,2025-12-31
567524,EURDELY,CAPMT02,06/07/2012,L104GL,N(TRN),Onsite,3,12.46,2025-12-31
889297,USDELY,BFSI02,01/16/2017,D305AP,P(D30),Offshore,5,7.66,2025-12-31
1617760,APDELY,BANK01,11/03/2024,N306ME,P(N30),Onsite,4,2.63,2025-12-31
1379141,USDELY,INSUR01,10/20/2010,E412AP,P(E41),Offshore,5,17.91,2025-12-31
1880435,USDELY,WEALTH02,05/05/2024,R609ME,P(R60),Onsite,7,3.53,2025-12-31
179471,USDELY,CAPMT01,12/06/2000,S710HQ,P(S71),Offshore,5,24.53,2025-12-31
311272,USDELY,BANK01,12/21/2023,U912GL,P(U91),Offshore,6,4.48,2025-12-31
133544,UKDELY,CAPMT02,07/03/2024,B194UK,P(B19),Onsite,4,1.85,2025-12-31
1289524,USDELY,WEALTH01,05/03/2011,Q508AP,P(Q50),Offshore,5,13.77,2025-12-31
60447,INADELY,INSUR03,04/02/2017,J802IN,P(J80),Offshore,5,8.96,2025-12-31
112069,LADELY,Others,08/31/2009,E412IN,N(TRN),Offshore,5,19.38,2025-12-31
629413,EURDELY,BFSI02,10/31/2004,B194LA,L(LEV),Onsite,4,23.0,2025-12-31
1683826,UKDELY,WEALTH02,02/08/2005,W114LA,L(LEV),Offshore,6,21.39,2025-12-31
1248937,LADELY,BFSI02,01/27/2017,V013HQ,P(V01),Offshore,3,8.28,2025-12-31
118036,INADELY,BFSI05,03/31/2021,E412ANZ,P(E41),Offshore,4,3.69,2025-12-31
989656,USDELY,BFSI04,02/03/2024,G601AP,B(BCH),Onsite,5,2.63,2025-12-31
937517,EURDELY,BFSI04,02/07/2014,K903ME,P(K90),Offshore,5,11.62,2025-12-31
1947395,USDELY,WEALTH02,10/29/2008,P407IN,P(P40),Onsite,4,18.45,2025-12-31
1061702,USDELY,BANK02,04/15/2023,E412EU,P(E41),Onsite,5,1.09,2025-12-31
1446448,USDELY,BFSI04,01/10/2025,H710EU,P(H71),Offshore,5,2.02,2025-12-31
1556302,ANZDELY,INSUR03,12/03/2013,B194AP,P(B19),Offshore,2,13.47,2025-12-31
1153409,APDELY,CAPMT02,05/21/2002,W114ANZ,P(W11),Offshore,4,25.11,2025-12-31
191769,USDELY,WEALTH01,07/28/2009,W114LA,P(W11),Onsite,6,18.05,2025-12-31
578455,ANZDELY,WEALTH02,11/16/2019,Q508IN,P(Q50),Offshore,6,9.15,2025-12-31
463674,MEADELY,BANK02,07/25/2020,F520UK,P(F52),Offshore,6,7.08,2025-12-31
1748266,USDELY,INSUR02,10/29/2002,L104US,P(L10),Offshore,6,21.39,2025-12-31
524387,ANZDELY,BFSI03,11/07/2006,N306HQ,P(N30),Offshore,5,19.89,2025-12-31
1311755,ANZDELY,BFSI03,08/26/2004,M205IN,B(BCH),Onsite,Subcon,21.24,2025-12-31
